,content
5139,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5140,獎品 真的 超好 的 有 手機 的 朋友 趕快 發表 文章 來 抽獎 喔
5141,好 棒 的 活動 呀 可惜 這次 我 沒 有 入手 ( 去年 已買 )
5142,很棒 的 活動 沒 那麼 多 的 預算 玩 3c 所以 看熱鬧 等 下次 再 說
5143,很棒 的 活動 MOSHI 的 配件 質感 越來 越 好 了 呢
5144,好 棒棒 的 活動 獎品 真的 好好 哦 果粉 們 趕快 發表 文章 來 抽獎 啦 啦 啦
5145,MOSHIA 的 周邊 相關 配件 的 設計 沒得 說 活動方 的 誠意 花費 十足 夠 用心
5146,好 棒 的 活動 可惜 我 沒 有 錢 可以 入手 真的 很貴
5147,哇 有 送 4 萬元 的 贈品 真好
5148,每次 都 看到 iPhoe 有 那麼 多 五花 八門 的 殼 就 覺得 好 羨慕 XDD
5149,我 的 iPhoeXR 早上 入手 了 好好 研究 一下 再發 分享 文
5150,坐等 其他 使用者 分享 精采 開箱 文 > < 活動 不錯
5151,超棒 的 活動 獎品 有 買 的 人 參加 就 有 機會 哦
5152,有 這種 湖動 真不錯 可惜 沒資格 分享 哈哈
5153,哇 感覺 很棒 哦 喜好 蘋果 的 果粉 有 需要 的 且 符合 需求 的 可以 抓準 時機 購買嚕 到 時候 拿到 贈品 記得 再 來 篇 開箱 讓 大家 聞香 哦 00
5154,很棒 的 活動 好像 新款 旗艦機 都 會 有 這個 活動 我 猜 下 一個 活動 應該 是 跟 華為 M20 有關 喔
5155,越來 越 多 很棒 的 活動 不過 我 也 還沒 打算 要 買 新款 的 手機 不然 MOSHI 的 配件 真的 越做越 好
5156,好 活動 當然 要 支持 一下 https / / wwwepicecomtw / mobile / talk / 4544 / 5155265 / 1 / 發文 完成
5157,支持 Ｅ Ｐ Ｒ Ｉ Ｃ Ｅ 發文 完成 https / / wwwepicecomtw / mobile / talk / 4544 / 5156475 / 1 /
5158,https / / wwwepicecomtw / mobile / talk / 4544 / 5156902 / 1 / 發文 完成 繼續 支持 活動
5159,https / / wwwepicecomtw / mobile / talk / 4544 / 5158477 / 1 / 活動 小 組小編 這是 我 的 分享 文請 您 審核 一下 謝謝
5160,https / / wwwepicecomtw / mobile / talk / 4544 / 5158375 / 1 / 活動 小 組小編 這是 我 的 分享 文請 您 審核 一下 謝謝
5161,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5162,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5163,拍 的 照片 很漂亮 恭喜 入手 好機 一 隻
5164,紅色 真的 很漂亮 恭喜 購入 好機 一 隻 但是 貴貴 的
5165,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5166,收到 有 一 ㄓ 6plus 目前 健康 約 65% 等過 一陣子 不用 排隊 再 去 換然 後 再 戰個 三年
5167,期待 安卓廠 商 的 換電池 費用 也 可以 便宜 點 不然 都 好 貴 阿
5168,很 好 早上 入手 明天 要 正式 開始 使用 希望 用 的 順手
5169,續航力 好 價格 比 xs 系列 便宜 顏色 也 很 好看 感覺 也 會 賣 不錯
5170,我 的 iPhoeXR 也 到手 了 整體 還不錯 十分 滿意
5171,雖然 規格 比 XS 和 XSMAX 低售價 也 比 較 低 可是 電池 比 較 耐用 也 不錯
5172,黑色 看起 來 很沉 穩 恭喜 入手 新手 機 x 銷量 好像 還不錯
5173,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5174,蠻 有趣 的 分享
5175,紅色 看 起來 蠻 好看 的 相機 拍 出來 的 效果 也 算 不錯 恭喜 樓主 入手 好手 機
5176,我媽 媽現 在 也 在 紅色 和 藍色 之間 徘徊 XDDD
5177,恭喜 入手 好機 雖然 比 XS / MAX 晚上 市 但 還是 有 不少 人 等 著 它 呢
5178,恭喜 入手 好機 一 隻 紅色 真得 很漂亮
5179,紅色 真的 不錯 看耶外 觀 讚 恭喜 入手 啊
5180,iPhoe 紅色 真的 調得 很 有 質感 歷代 都 一樣 好看 又 高調
5181,紅色 好看 感覺 應該 很 難 搶 吧 之前 幾款 紅色 都 是 特別色
5182,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5183,沒錯 你 是 第一 個 發藍色 版本 的 人 哦 恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5184,藍色 挺 好看 的 我 第一次 看人開 藍色 版本 恭喜 入手 新手 機
5185,不錯 啊
5186,藍色 iPhoeXR 感覺 蠻酷 的 原來 手機 的 無線 充電
5187,藍色 看 起來 也 是 很 亮眼 漂亮 恭喜 購入 新機
5188,整體 來 說 非常 漂亮 耶 流口水 了
5189,天 啊 感謝 分享 啊 先 恭喜 入手 一 隻 優質 的 手機
5190,希望 能 超有 創新
5191,上市 時 果粉 自拍 超棒 美肌 恰到 好 處 修正 後 果粉 維持 一貫神 還原 自然 無 味精 信仰 儲值 手機 即刻 完美
5192,根本 是 將錯 就 錯 了 吧 成就 了 一場 美麗 的 錯誤
5193,哈哈 手機 偶而 Bug 也 不錯
5194,看來 美肌白 拍 效果 不錯
5195,實驗 結果 證實 調低 解析度 就 能 美肌 哈哈
5196,這種 真的 很 好 用 阿 正反 很麻煩
5197,感謝 介紹 分享 XsMAX 真的 還不錯 啊 不愧 是 年度 真旗 艦 的 蘋果 最新 力作 真的 各 方面 都 有 水準 之上 很少 挑剔 的 地方 啊
5198,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5199,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5200,恭喜 入手 好機 金色 真的 還滿 美的 呢 不過 保護套 是 一定 要裝 的 很 不 耐 摔 阿
5201,aipods990 元 真的 會 讓 人 很 心動 不過 以 這兩個 耳 機來 說 還是 比較 推薦 aipods 畢 竟是 用 iphoe 相容性 高一 點好
5202,aipods 真的 不錯 而且 對 蘋果 支援 度 超高
5203,Aipods 只要 990 真的 好 吸引 用 iphoe 的 話 還是 買 aipods 比較 好 ～
5204,我用 遠傳 的 月租 2699XR256G6900 帶 回家 試算 2699x 綁 約 24 個 月 ＝ 64776 ＋ 6900 ＝ 71676 元 我 目前 的 499 吃 到 飽 x24 個 月 ＝ 11976 元 7167611976 ＝ 59700 元 xa0
5205,先買 空機 再 去 通訊行 退傭 划算 超級 多 999 可以 退 12000 左右
5206,現在 買 空機 + 低費率 吃 到 飽 方案 比較 划算 吧
5207,空機 最 便宜 啦 只要 沒有 高資費 的 需求 就 上 網買 空機 可以 賺 刷卡 金 又 可以 分期
5208,還行拉遠 傳 搭 指定 方案 有 38 折 另外 續約還 可以 折 7000 元 比 較 划算
5209,單 就 外觀 而言 是 蠻 好看 的 一款 手機
5210,恭喜 入手 新機 建議 您 外盒 序號 打馬賽 克 較 佳
5211,恭喜 會員 完成 「 果粉 最後機會 發表 iPhoeXR 與 Xs 系列 分享 文總值 超過 四萬 的 Moshi 好禮 送給 你 」 的 活動 記得 回來 看 你 有 沒 有 得獎 喔
5212,恭喜 喔 上 禮拜 去 101 看 機鎖定 紅色 ^ ^
5213,超棒 的 配件
5214,效果 很棒 耶
5215,廣角 超好 用
5216,挺 好 的 XD
5217,哈哈
5218,不錯 了 至少 修 復 速度 很快
5219,哈哈 樹大 招風
5220,蘋果 的 優點 就是 有 問題 會 盡速處 理 讚 啦
5221,讚 大家 去 喝咖啡 摟
5222,Cool
5223,讚 一定 要來換 一下
5224,不錯 感謝 ～
5225,感覺 iPhoeXsMax 拍起 來 的 比 較 平均 好看 當然 也 有 可能 各家 強調 的點 不同 啊
5226,iPhoe 很 自然 華為 景深 處理 的 不錯 但是 還是 要 看 自己 如何 運用
5227,比較 喜歡 GalaxyNote9 的 色調
5228,感覺 三星 人像 模式 比較 注重 “ 人 ” 剩下 都 隨便 了 哈哈哈
5229,第一 眼看 起來 我 最 喜歡 Note9 拍 的 照片
5230,兩個 都 喜歡 的 話 就 全部 一起 買 反正 機殼 可以 隨時 換來換 去
5231,我會 選冷門 的 那個 去 通訊行 有 被 推裝 上去 手機 還蠻 薄 的 而且 裸機 裸 的 很 好看 手感 跟握 感 也 不錯 ～ 用到 現在 蠻 喜歡 的
5232,真的 很 有 創意
5233,好 可愛的 造型
5234,太可愛了
5235,好 可 愛 而且 不算 太貴
5236,很 可愛有 創意 應該 咬 悟空 的 尾巴
5237,可愛 ㄟ 感覺 很棒
5238,哈哈 好 可 愛
5239,很不錯 我會 想 買
5240,這個 好 有趣 哦 連我 都 想 去 買 來 用
5241,看 了 好 想 買 那裡 有 在 買 的 了 嘛 ^ ^ ^ ^
5242,讚 讚 讚 越 來 越 有 誠 意 了
5243,蘋果 加油 呀呀
5244,APPLE 迷說 我們 有 愛蘋果 做 什麼 都 是 對 的 我們 不會 怨恨 的 有 錯 都 是 消費者 的 錯 APPLE 不會錯
5245,感恩 蘋 果 讚 嘆 蘋 果
5246,太厲害 了 連續 中獎 恭喜 獲得 質感 很 好 的 編織線
5247,恭喜 中獎 用心 辦蠻 多 活動 的 也 越來 越 期待 囉
5248,無論 如何 廣大 信徒 都 會 死忠 支持
5249,我覺 得 蘋果 厲害 的 地方 是 軟硬體 都 自己 來 iOS 安全性 真的 沒話 說 ( 至少 會 讓 舊 機種 享有 升級 的 權力 ) Adoid 太 碎片 了 但 成長 快速 幾 年前 1G 的 記憶體 就 順順 的 處 理器 也 自己 設計 而 非安卓陣 營常 使用 高通 或聯 發科 ( 安卓 在 比 硬體 蘋果 有 自己 的 步調 ) 看 了 許多 拆機 影片 會 發覺 愛瘋 的 內部 設計 真的 非常 細心 ( 詢問 手機維 修行 也 說 蘋果 用料 確實 好 ) 還有 就是 不玩 機海
5250,這是 買 信仰 的 概念 阿
5251,好用 是 好 用 價錢 也 越來 越 好
5252,哈哈 果粉 果然 夠力
5253,信仰 棒棒
5254,ios 每升 必當
5255,早該 這樣 了 蘋 果真 的 是 自我 感覺 良好
5256,哈哈 調查
5257,世界 必 需要 統一規格 了
5258,快來 快來
5259,電池 健康 度 顯示 完整 的 趴數 而 非 「 良好 」 、 「 不良 」 之類 的 詞 我 覺得 很 不錯 看到 準確 數字 比較 踏實
5260,科技 來 自 於 人性
5261,我 的 安卓還 很 健康 還有 98% 耶
5262,A 與 C 都 好 C 又 好 一 滴滴
5263,A = > NOTE8B = > iphoe8C = > HTCU11D = > iphoe7 首先 透過 拍照 廣 角度 可以 確認 BC 跟 一定 是 哀鳳 7 跟 8 我 目測 大概 等 於 另外 2 支手機 12X 的 拍照 範圍 ( 哀鳳能夠 保持 一定 細節 的關 係 就是 廣角 一點 都 不廣角 ) 相同 距離 拍照 下 有 先天 光學 優勢 ( 不然 哀鳳 一般 鏡頭 可以 跟 其他 手機用 2 倍 光學 的 比 看看 押 看 誰 細節 好 ^ ^ 廣角 做 那麼 小 就是 有細節 優勢 ) 不過 偷吃 步 的 狀況 下 成像 細節 也 沒 有贏 另外 兩 隻 另外 兩支 A 跟 C 從細節 的 銳化 程度 上 A 應該 是 NOTE8 沒錯 有 一組 拍 飲料 的 照片 根據 文字 呈現 的 細節 A 文字 較 粗 也 較 深 這應 該 是 三星 的 風格 還有 最後一 組夜 拍 的 葉子 邊緣 處理 ( 黑線 較 深 粗 ) 也 是 三星 風格 C 的 話 就是 HTCU11 呈現 的 細節 最 穩定 最 清晰
5264,我覺 得 都 很棒
5265,看來 過季 旗艦 HTCU11 可以 值得 入手 囉 現在 只要 一萬 上下 心動 啊
5266,安全感 十足 不過 變壯 了 不少 手持 的 舒 適度 減少 了 些
5267,希望 繼續 維持 可愛的 4 ”
5268,很 期待 呢 XD
5269,SE 系列 CP 值 最高 希望 可以 有 新 色系
5270,好 期待
5271,全新 設計 聽 到 也 有點 怕怕 的
5272,最喜歡 小手 機單 手 操作 好 方便
5273,超級 期待 希望 不要 太貴
5274,我蠻 期待
5275,果真 拍照 畫素 ㄧ 舉 提升 到 1200
5276,相機 進步 了 耶覺 得 iphoe 就是 要 買 s 的
5277,這麼 好 還送 快 四千元 的 贈品 不錯 這次 有 買 iPhoeXs 與 XsMax 的 朋友 記得 上 來 拿 獎品
5278,比較 王 真的 很 用心 呢 可惜 感覺 這次 購買 新款 iPhoe 的 人 可能 會 比 之前 來 得 還要 少 一些
5279,獎品 真的 很 豐富 可惜 就是 無緣 了 只有 果粉 才 有 機會
5280,可惜 沒 預算 買 APPLE 不然 這活動 很 吸引 人
5281,已 分享 心得 如下 連結 https / / wwwepicecomtw / mobile / talk / 4544 / 5139528 / 1 / 謝謝
5282,https / / wwwepicecomtw / mobile / talk / 4544 / 5141477 / 1 / 完成 分享 ～ 謝謝
5283,哇 又 有人 開箱 了 恭喜 換 新手 機其實 除了 價格 以外 我 相信 新 iphoe 真的 是 不錯 的
5284,很 讚 的 開 箱 文 之前 就是 用 X 新機 發表時 被 大 螢幕 吸引 了
5285,恭喜 入手 今年 最好 的 手機 我 也好 想換 這次 深深 被 Xs 的 拍照 和 錄影給 吸引
5286,恭喜 入手
5287,阿好 少 看到 5c 的 開箱 呢 很漂亮 耶藍色 恭喜 入手 囉
5288,雨塵 說 前 一陣子 突然 迷上 iOS 系統 xa0 第七代 實在 是 太漂亮 了 忍不住 衝動 & bs 恕 刪 5C 多彩 確實 讓 想 玩色 的 人給 了 一個 很 好 的 選擇 但 我 想 賈伯斯若 還在 可能 又 要 為 顏色 問題 來 發飆 了 尤其 是 那個 洞洞 裝 xa0
5289,真的 頗 可愛的
5290,不得不 說 5c 的 洞洞 殼 真的 是 很 經典
5291,HDR 的 畫面 很 美去 看 實體機 那 畫面 真棒
5292,HDR 是 有 好 一點 進步 是 好事 啊 畢竟 未來 顯示 要 越來 越 好 的 所以 這樣 很 好 啊
5293,可以 支援 就 很 好 啦 色彩 會 更鮮 豔 的
5294,這 真是 使用 支持 IPHONE 的 果粉 們 的 好消息
5295,相信 HDR 的 畫面 一定 超級 高清
5296,很棒 而且 用手 機觀 看 的 話 1080P 已經夠 了
5297,看過 HDR 超棒 的 畫面 後 就 不 喜歡 看別 的 了
5298,有 支援 HDR 影片 的 播放 支援 的 話 對 看 習慣 HDR 的 人來 說 是 一大 福音 啊
5299,最近 此資訊 很 夯 但 保固 部分 還是 存在 疑慮 我 也 很 想 來 一支 > <
5300,帶 兩 隻 手機 就 能 雙卡 啦 雖然 用安卓 的 只要 一 隻
5301,嗯 呀 缺頻 和 某些 安卓手 機一樣 但是 有 需求 就 有 市場 能 使用 雙卡 真的 很 重要 個 人 也 有 使用 蘋果 加油 00
5302,iPhoe 主打 的 就是 自動 就 很 好看 但是 手動 的 部分 就 比 較 沒 有安卓 多元 最 重要 的 還是 看 拍 攝者 的 技術
5303,其實 大家 手機 拍照 都 很 外行 開心 比 較 重要
5304,再用 點心 拍照
5305,現在 旗 艦機 手機 拍照 都 不錯 重點 還是 拍 的 人
5306,呵 看 了 一些 還滿 實用 個 人 拍照 習慣捕 抓瞬間 有 時連 模式 都 沒選 上次 連 AI 模式 都 沒開 不過 仍然 拍得粉 開心 滿滿 的 回憶個 人 喜歡 相機 不用 設定 自動 幫 我 捕 抓好 最 適合 當下 的 拍 攝 情境 而 我 只要 按 快門 就 好 的 傻瓜 拍法 或許 這 就是 跟 專業 的 不同 但 簡單 方便 就是 幸福 00
5307,好開 心來 參加 活動二嚕 以下 是 我 分享 後 的 複 製 連 結 00https / / wwwfacebookcom / 100012730751088 / posts / 562780204156333 /
5308,已 分享 謝謝 比價 王持續 推出 好 活動 https / / wwwfacebookcom / pemalikphpstoy _ fbid = 712228035782979 & id = 100009873666617
5309,https / / mfacebookcom / stoyphpstoy _ fbid = 1967510150212823 & id = 100008615717028 謝謝 活動 小組
5310,分享 連結 請點 我 感謝 ePice 每次 都 舉辦 這麼 好玩 的 活動
5311,未來 跳水 速度 會 更 快
5312,很多 電商 iPhoeXs 雖然 原價 賣 但 刷卡 回饋 跟 分期付款 就 很 划算
5313,感覺 對 於 有 足夠 現金 的 一次 現金價 可以 在 比價王 配合 店家 這獲 得 很多 優惠 算是 多一種 選擇 購買 的 方式 嚕 00
5314,恭喜 會員 完成 「 果粉 大集 氣 分享 iPhoeXs 系列 開箱 價值 四千多 元 的 配件 送給 你 」 的 活動 報名 記得 回來 看 你 有 沒 有 得 大獎 喔
5315,讚 哦 大家 有 買 的 快點 開箱 吧 讓 大家 看 分享 文分 說 享者 也 拿 大獎
5316,金色 真的 很漂亮 ～ ～ 夜間 拍 攝蠻 美的
5317,很 高興 看到 你 的 分享 現在 比價 王正舉 辦徵 各位 網友 來 分享 iPhoeXs 系列 的 文章 你 的 分享 真的 很棒 只要 再 補充 一點點 內容 就 完成 參加 免費 拿手 機周邊 的 配件 大獎 獎品 價值 超過 4000 元快 來 看 活動 詳情 ︰ https / / wwwepicecomtw / mobile / talk / 4544 / 5133088 / 1 / 活動 小組 也 有 站 內信 你 細節 快 去 收信 唷
5318,APPLE 吃 相真難 看 還好 我 都 不用 他們 家 的 產品
5319,這個 只能 說 測試 不 重要 重要 的 是 蘋果 牌 與 信仰 畢竟 每個 人 都 可以 選擇 自己 喜歡 的
5320,數據 還是 參考 就 好 畢竟 使用 狀況 每個 人 都 不同 感受 也 不同 喜歡 就 買
5321,現在 買 iPhoe8Plus 滿 值得 的 功能 規格 也 都 和 新機 差不多
5322,用 蘋果 應該 就 會 準備 行動 電源 吧 哈哈哈
5323,恭喜 入手 好機 呢 iPhoeXSMax 真的 很棒 呢
5324,很 高興 看到 你 的 分享 現在 比價 王正舉 辦徵 各位 網友 來 分享 iPhoeXs 系列 的 文章 你 的 分享 真的 很棒 只要 再 補充 一點點 內容 就 完成 參加 免費 拿手 機周邊 的 配件 大獎 獎品 價值 超過 4000 元快 來 看 活動 詳情 ︰ https / / wwwepicecomtw / mobile / talk / 4544 / 5133088 / 1 /
5325,感謝 你 的 分享 好心 動 啊 恭喜 拿 新機 喔
5326,那個 保護套 蠻 有 質感 的 這次 的 iphoe 真的 價格 高 了 一點 其他 的 都 不錯
5327,哈哈 應該 可以 重 複 使用 不要 離婚 可以 借 朋友 使用
5328,女朋友 看到 應該 都 會 接受 你 的 求婚
5329,可以 再戰 一年
5330,有 更新 能升 就 升 呀 加減 提升 點 效能 也 不錯
